timestamp,demand_mw,source
2026-06-17 15:30:00,27068.0,api
2026-06-17 15:45:00,27068.0,api
2026-06-17 16:00:00,26399.0,api
2026-06-17 16:15:00,25987.0,api
2026-06-17 16:30:00,25175.0,api
2026-06-17 16:45:00,24860.0,api
2026-06-17 17:00:00,24491.0,api
2026-06-17 21:00:00,21539.0,api
2026-06-17 21:15:00,21413.0,api
2026-06-17 21:30:00,21440.0,api
2026-06-17 21:45:00,21615.0,api
2026-06-17 22:00:00,22083.0,api
2026-06-17 22:15:00,22565.0,api
2026-06-17 22:30:00,22892.0,api
2026-06-17 22:45:00,23065.0,api
2026-06-17 23:00:00,23105.0,api
2026-06-17 23:15:00,23148.0,api
2026-06-17 23:30:00,23084.0,api
2026-06-18 00:00:00,22519.0,api
2026-06-18 00:15:00,22309.0,api
2026-06-18 00:30:00,22032.0,api
2026-06-18 00:45:00,22013.0,api
2026-06-18 01:00:00,21777.0,api
2026-06-18 01:15:00,21639.0,api
2026-06-18 01:30:00,21540.0,api
2026-06-18 10:00:00,24654.0,api
2026-06-18 10:15:00,24529.0,api
2026-06-18 10:30:00,24576.0,api
2026-06-18 10:45:00,24402.0,api
2026-06-18 11:00:00,24244.0,api
2026-06-18 11:15:00,24498.0,api
2026-06-18 11:30:00,24465.0,api
2026-06-18 11:45:00,24271.0,api
2026-06-18 12:00:00,23924.0,api
2026-06-18 12:15:00,23770.0,api
2026-06-18 12:30:00,23733.0,api
2026-06-18 12:45:00,23705.0,api
2026-06-18 13:30:00,24404.0,api
2026-06-18 13:45:00,24660.0,api
2026-06-18 14:00:00,25275.0,api
2026-06-18 14:15:00,25879.0,api
2026-06-18 14:30:00,26193.0,api
2026-06-22 09:45:00,25707.0,api
2026-06-22 10:00:00,25547.0,api
2026-06-22 10:15:00,25466.0,api
2026-06-22 10:30:00,25628.0,api
2026-06-22 10:45:00,25747.0,api
2026-06-22 11:00:00,25774.0,api
2026-06-23 22:30:00,23658.0,api
2026-06-23 22:45:00,23747.0,api
2026-06-24 10:00:00,24822.0,api
2026-06-24 10:30:00,24452.0,api
2026-06-24 10:45:00,24181.0,api
2026-06-24 11:00:00,24188.0,api
2026-06-24 11:15:00,24198.0,api
2026-06-24 11:30:00,24224.0,api
2026-06-24 11:45:00,24027.0,api
2026-06-24 12:00:00,23532.0,api
2026-06-24 12:15:00,23523.0,api
2026-06-24 12:30:00,23425.0,api
2026-06-24 12:45:00,23434.0,api
2026-06-24 13:00:00,23048.0,api
2026-06-24 13:15:00,23635.0,api
2026-06-24 14:15:00,25640.0,api
2026-06-24 14:30:00,25892.0,api
2026-06-24 14:45:00,25950.0,api
2026-06-30 11:45:00,26197.0,api
2026-06-30 12:15:00,25606.0,api
2026-06-30 12:30:00,25374.0,api
2026-06-30 12:45:00,25450.0,api
2026-06-30 13:15:00,25845.0,api
2026-06-30 13:30:00,26370.0,api
2026-06-30 13:45:00,26442.0,api
2026-07-02 12:00:00,23476.0,api
2026-07-07 18:15:00,19052.0,api
2026-07-07 18:30:00,19019.0,db
