timestamp,demand_mw,source
2026-06-23 22:30:00,1563.0,api
2026-06-23 22:45:00,1557.0,api
2026-06-24 10:00:00,1742.0,api
2026-06-24 10:15:00,1812.0,api
2026-06-24 10:30:00,1808.0,api
2026-06-24 10:45:00,1816.0,api
2026-06-24 11:00:00,1789.0,api
2026-06-24 11:15:00,1751.0,api
2026-06-24 11:30:00,1781.0,api
2026-06-24 11:45:00,1780.0,api
2026-06-24 12:00:00,1814.0,api
2026-06-24 12:15:00,1797.0,api
2026-06-24 12:30:00,1790.0,api
2026-06-24 12:45:00,1764.0,api
2026-06-24 13:00:00,1750.0,api
2026-06-24 13:15:00,1695.0,api
2026-06-24 14:15:00,1712.0,api
2026-06-24 14:30:00,1626.0,api
2026-06-24 14:45:00,1623.0,api
2026-06-30 11:45:00,1501.0,api
2026-06-30 12:15:00,1450.0,api
2026-06-30 12:30:00,1435.0,api
2026-06-30 12:45:00,1474.0,api
2026-06-30 13:15:00,1346.0,api
2026-06-30 13:30:00,1405.0,api
2026-06-30 13:45:00,1395.0,api
2026-07-07 18:15:00,1329.0,api
2026-07-07 18:30:00,1288.0,db
