timestamp,demand_mw,source
2026-06-23 22:30:00,5927.0,api
2026-06-23 22:45:00,6012.0,api
2026-06-24 10:00:00,5721.0,api
2026-06-24 10:30:00,5705.0,api
2026-06-24 10:45:00,5824.0,api
2026-06-24 11:00:00,5802.0,api
2026-06-24 11:15:00,6021.0,api
2026-06-24 11:30:00,6006.0,api
2026-06-24 11:45:00,6073.0,api
2026-06-24 12:00:00,6017.0,api
2026-06-24 12:15:00,6201.0,api
2026-06-24 12:30:00,6345.0,api
2026-06-24 12:45:00,6234.0,api
2026-06-24 13:00:00,6330.0,api
2026-06-24 13:15:00,6354.0,api
2026-06-24 14:15:00,6508.0,api
2026-06-24 14:30:00,6808.0,api
2026-06-24 14:45:00,6771.0,api
2026-06-30 11:45:00,6039.0,api
2026-06-30 12:15:00,6088.0,api
2026-06-30 12:30:00,6185.0,api
2026-06-30 12:45:00,6003.0,api
2026-06-30 13:00:00,6064.0,api
2026-06-30 13:30:00,6153.0,api
2026-06-30 13:45:00,5887.0,api
2026-06-30 14:00:00,5719.0,api
2026-07-07 18:15:00,5154.0,api
2026-07-07 18:30:00,5204.0,api
2026-07-07 18:30:00+05:30,5204.0,api
