datetime,temp_weighted,month,holiday,is_weekend,hour,minute
2024-01-04 08:15:00,11.468925,1,0,0,8,15
2024-01-04 08:30:00,11.95035,1,0,0,8,30
2024-01-04 08:45:00,12.431775,1,0,0,8,45
2024-01-04 09:00:00,12.9132,1,0,0,9,0
2024-01-04 09:15:00,13.47205,1,0,0,9,15
2024-01-04 09:30:00,14.030899999999999,1,0,0,9,30
2024-01-04 09:45:00,14.58975,1,0,0,9,45
2024-01-04 10:00:00,15.1486,1,0,0,10,0
2024-01-04 10:15:00,15.55085,1,0,0,10,15
2024-01-04 10:30:00,15.9531,1,0,0,10,30
2024-01-04 10:45:00,16.35535,1,0,0,10,45
2024-01-04 11:00:00,16.7576,1,0,0,11,0
2024-01-04 11:15:00,17.183175,1,0,0,11,15
2024-01-04 11:30:00,17.60875,1,0,0,11,30
2024-01-04 11:45:00,18.034325000000003,1,0,0,11,45
2024-01-04 12:00:00,18.4599,1,0,0,12,0
2024-01-04 12:15:00,18.720475,1,0,0,12,15
2024-01-04 12:30:00,18.98105,1,0,0,12,30
2024-01-04 12:45:00,19.241625,1,0,0,12,45
2024-01-04 13:00:00,19.5022,1,0,0,13,0
2024-01-04 13:15:00,19.561825,1,0,0,13,15
2024-01-04 13:30:00,19.62145,1,0,0,13,30
2024-01-04 13:45:00,19.681075,1,0,0,13,45
2024-01-04 14:00:00,19.7407,1,0,0,14,0
2024-01-04 14:15:00,19.7405,1,0,0,14,15
2024-01-04 14:30:00,19.740299999999998,1,0,0,14,30
2024-01-04 14:45:00,19.740099999999998,1,0,0,14,45
2024-01-04 15:00:00,19.7399,1,0,0,15,0
2024-01-04 15:15:00,19.64545,1,0,0,15,15
2024-01-04 15:30:00,19.551000000000002,1,0,0,15,30
2024-01-04 15:45:00,19.45655,1,0,0,15,45
2024-01-04 16:00:00,19.3621,1,0,0,16,0
2024-01-04 16:15:00,18.622975,1,0,0,16,15
2024-01-04 16:30:00,17.883850000000002,1,0,0,16,30
2024-01-04 16:45:00,17.144725,1,0,0,16,45
2024-01-04 17:00:00,16.4056,1,0,0,17,0
2024-01-04 17:15:00,15.9175,1,0,0,17,15
2024-01-04 17:30:00,15.429400000000001,1,0,0,17,30
2024-01-04 17:45:00,14.9413,1,0,0,17,45
2024-01-04 18:00:00,14.4532,1,0,0,18,0
2024-01-04 18:15:00,14.2514,1,0,0,18,15
2024-01-04 18:30:00,14.049600000000002,1,0,0,18,30
2024-01-04 18:45:00,13.847800000000001,1,0,0,18,45
2024-01-04 19:00:00,13.646,1,0,0,19,0
2024-01-04 19:15:00,13.433,1,0,0,19,15
2024-01-04 19:30:00,13.22,1,0,0,19,30
2024-01-04 19:45:00,13.007000000000001,1,0,0,19,45
2024-01-04 20:00:00,12.794,1,0,0,20,0
2024-01-04 20:15:00,12.455,1,0,0,20,15
2024-01-04 20:30:00,12.116,1,0,0,20,30
2024-01-04 20:45:00,11.777000000000001,1,0,0,20,45
2024-01-04 21:00:00,11.438,1,0,0,21,0
2024-01-04 21:15:00,11.252725,1,0,0,21,15
2024-01-04 21:30:00,11.067450000000001,1,0,0,21,30
2024-01-04 21:45:00,10.882175,1,0,0,21,45
2024-01-04 22:00:00,10.6969,1,0,0,22,0
2024-01-04 22:15:00,10.58265,1,0,0,22,15
2024-01-04 22:30:00,10.468399999999999,1,0,0,22,30
2024-01-04 22:45:00,10.35415,1,0,0,22,45
2024-01-04 23:00:00,10.2399,1,0,0,23,0
2024-01-04 23:15:00,10.111675,1,0,0,23,15
2024-01-04 23:30:00,9.983450000000001,1,0,0,23,30
2024-01-04 23:45:00,9.855225,1,0,0,23,45
2024-01-05 00:00:00,9.727,1,0,0,0,0
2024-01-05 00:15:00,9.75595,1,0,0,0,15
2024-01-05 00:30:00,9.7849,1,0,0,0,30
2024-01-05 00:45:00,9.81385,1,0,0,0,45
2024-01-05 01:00:00,9.8428,1,0,0,1,0
2024-01-05 01:15:00,9.866525,1,0,0,1,15
2024-01-05 01:30:00,9.89025,1,0,0,1,30
2024-01-05 01:45:00,9.913975,1,0,0,1,45
2024-01-05 02:00:00,9.9377,1,0,0,2,0
2024-01-05 02:15:00,9.951825,1,0,0,2,15
2024-01-05 02:30:00,9.96595,1,0,0,2,30
2024-01-05 02:45:00,9.980075,1,0,0,2,45
2024-01-05 03:00:00,9.9942,1,0,0,3,0
2024-01-05 03:15:00,10.06965,1,0,0,3,15
2024-01-05 03:30:00,10.1451,1,0,0,3,30
2024-01-05 03:45:00,10.22055,1,0,0,3,45
2024-01-05 04:00:00,10.296,1,0,0,4,0
2024-01-05 04:15:00,10.288225,1,0,0,4,15
2024-01-05 04:30:00,10.28045,1,0,0,4,30
2024-01-05 04:45:00,10.272675,1,0,0,4,45
2024-01-05 05:00:00,10.2649,1,0,0,5,0
2024-01-05 05:15:00,10.4251,1,0,0,5,15
2024-01-05 05:30:00,10.5853,1,0,0,5,30
2024-01-05 05:45:00,10.7455,1,0,0,5,45
2024-01-05 06:00:00,10.9057,1,0,0,6,0
2024-01-05 06:15:00,10.983675,1,0,0,6,15
2024-01-05 06:30:00,11.06165,1,0,0,6,30
2024-01-05 06:45:00,11.139624999999999,1,0,0,6,45
2024-01-05 07:00:00,11.2176,1,0,0,7,0
2024-01-05 07:15:00,11.5649,1,0,0,7,15
2024-01-05 07:30:00,11.9122,1,0,0,7,30
2024-01-05 07:45:00,12.259500000000001,1,0,0,7,45
2024-01-05 08:00:00,12.606800000000002,1,0,0,8,0
2024-01-05 08:15:00,12.934675000000002,1,0,0,8,15
2024-01-05 08:30:00,13.262550000000001,1,0,0,8,30
2024-01-05 08:45:00,13.590425000000002,1,0,0,8,45
2024-01-05 09:00:00,13.918300000000002,1,0,0,9,0
2024-01-05 09:15:00,14.304575000000002,1,0,0,9,15
2024-01-05 09:30:00,14.690850000000001,1,0,0,9,30
2024-01-05 09:45:00,15.077125,1,0,0,9,45
2024-01-05 10:00:00,15.4634,1,0,0,10,0
2024-01-05 10:15:00,15.986925,1,0,0,10,15
2024-01-05 10:30:00,16.51045,1,0,0,10,30
2024-01-05 10:45:00,17.033974999999998,1,0,0,10,45
2024-01-05 11:00:00,17.557499999999997,1,0,0,11,0
2024-01-05 11:15:00,17.81855,1,0,0,11,15
2024-01-05 11:30:00,18.0796,1,0,0,11,30
2024-01-05 11:45:00,18.34065,1,0,0,11,45
2024-01-05 12:00:00,18.6017,1,0,0,12,0
2024-01-05 12:15:00,18.664625,1,0,0,12,15
2024-01-05 12:30:00,18.72755,1,0,0,12,30
2024-01-05 12:45:00,18.790475000000004,1,0,0,12,45
2024-01-05 13:00:00,18.853400000000004,1,0,0,13,0
2024-01-05 13:15:00,18.863250000000004,1,0,0,13,15
2024-01-05 13:30:00,18.8731,1,0,0,13,30
2024-01-05 13:45:00,18.88295,1,0,0,13,45
2024-01-05 14:00:00,18.8928,1,0,0,14,0
2024-01-05 14:15:00,18.90925,1,0,0,14,15
2024-01-05 14:30:00,18.9257,1,0,0,14,30
2024-01-05 14:45:00,18.94215,1,0,0,14,45
2024-01-05 15:00:00,18.9586,1,0,0,15,0
2024-01-05 15:15:00,18.847825,1,0,0,15,15
2024-01-05 15:30:00,18.73705,1,0,0,15,30
2024-01-05 15:45:00,18.626275,1,0,0,15,45
2024-01-05 16:00:00,18.5155,1,0,0,16,0
2024-01-05 16:15:00,18.119925,1,0,0,16,15
2024-01-05 16:30:00,17.72435,1,0,0,16,30
2024-01-05 16:45:00,17.328775,1,0,0,16,45
2024-01-05 17:00:00,16.9332,1,0,0,17,0
2024-01-05 17:15:00,15.963000000000001,1,0,0,17,15
2024-01-05 17:30:00,14.9928,1,0,0,17,30
2024-01-05 17:45:00,14.0226,1,0,0,17,45
2024-01-05 18:00:00,13.052400000000002,1,0,0,18,0
2024-01-05 18:15:00,12.812650000000001,1,0,0,18,15
2024-01-05 18:30:00,12.5729,1,0,0,18,30
2024-01-05 18:45:00,12.333150000000002,1,0,0,18,45
2024-01-05 19:00:00,12.0934,1,0,0,19,0
2024-01-05 19:15:00,11.7896,1,0,0,19,15
2024-01-05 19:30:00,11.485800000000001,1,0,0,19,30
2024-01-05 19:45:00,11.182,1,0,0,19,45
2024-01-05 20:00:00,10.8782,1,0,0,20,0
2024-01-05 20:15:00,10.752925000000001,1,0,0,20,15
2024-01-05 20:30:00,10.627650000000001,1,0,0,20,30
2024-01-05 20:45:00,10.502375,1,0,0,20,45
2024-01-05 21:00:00,10.377100000000002,1,0,0,21,0
2024-01-05 21:15:00,10.326675000000002,1,0,0,21,15
2024-01-05 21:30:00,10.276250000000001,1,0,0,21,30
2024-01-05 21:45:00,10.225825,1,0,0,21,45
2024-01-05 22:00:00,10.1754,1,0,0,22,0
2024-01-05 22:15:00,9.9444,1,0,0,22,15
2024-01-05 22:30:00,9.7134,1,0,0,22,30
2024-01-05 22:45:00,9.4824,1,0,0,22,45
2024-01-05 23:00:00,9.2514,1,0,0,23,0
2024-01-05 23:15:00,9.19115,1,0,0,23,15
2024-01-05 23:30:00,9.1309,1,0,0,23,30
2024-01-05 23:45:00,9.07065,1,0,0,23,45
2024-01-06 00:00:00,9.0104,1,0,1,0,0
