State,Date,Hourly Demand Met (in MW),,,,
Madhya Pradesh - 2024,05-Mar 3pm,10394.86,,,,
Madhya Pradesh - 2024,05-Mar 4pm,10276.31,,,,
Madhya Pradesh - 2024,05-Mar 5pm,10126.54,,,,
Madhya Pradesh - 2024,05-Mar 6pm,10269.34,,,,
Madhya Pradesh - 2024,05-Mar 7pm,10784.61,,,,
Madhya Pradesh - 2024,05-Mar 8pm,9666.45,,,,
Madhya Pradesh - 2024,05-Mar 9pm,8794.27,,,,
Madhya Pradesh - 2024,05-Mar 10pm,8740.03,,,,
Madhya Pradesh - 2024,05-Mar 11pm,8750.94,,,,
Madhya Pradesh - 2024,06-Mar 12am,8432.45,,,,
Madhya Pradesh - 2024,06-Mar 1am,8197.73,,,,
Madhya Pradesh - 2024,06-Mar 2am,7958.52,,,,
Madhya Pradesh - 2024,06-Mar 3am,8022,,,,
Madhya Pradesh - 2024,06-Mar 4am,8102.29,,,,
Madhya Pradesh - 2024,06-Mar 5am,8500.58,,,,
Madhya Pradesh - 2024,06-Mar 6am,10253.69,,,,
Madhya Pradesh - 2024,06-Mar 7am,12300.68,,,,
Madhya Pradesh - 2024,06-Mar 8am,12635.89,,,,
Madhya Pradesh - 2024,06-Mar 9am,12481.17,,,,
Madhya Pradesh - 2024,06-Mar 10am,12067.36,,,,
Madhya Pradesh - 2024,06-Mar 11am,11865.96,,,,
Madhya Pradesh - 2024,06-Mar 12pm,11321.49,,,,
Madhya Pradesh - 2024,06-Mar 1pm,11078.65,,,,
Madhya Pradesh - 2024,06-Mar 2pm,10756.08,,,,
Madhya Pradesh - 2024,06-Mar 3pm,10697.81,,,,
Madhya Pradesh - 2024,06-Mar 4pm,10468.45,,,,
Madhya Pradesh - 2024,06-Mar 5pm,10255.07,,,,
Madhya Pradesh - 2024,06-Mar 6pm,10342.25,,,,
Madhya Pradesh - 2024,06-Mar 7pm,10758.95,,,,
Madhya Pradesh - 2024,06-Mar 8pm,9665.09,,,,
Madhya Pradesh - 2024,06-Mar 9pm,8796.09,,,,
Madhya Pradesh - 2024,06-Mar 10pm,8851.05,,,,
Madhya Pradesh - 2024,06-Mar 11pm,8817.18,,,,
Madhya Pradesh - 2024,07-Mar 12am,8471.87,,,,
Madhya Pradesh - 2024,07-Mar 1am,8343,,,,
Madhya Pradesh - 2024,07-Mar 2am,8128.07,,,,
Madhya Pradesh - 2024,07-Mar 3am,8164.31,,,,
Madhya Pradesh - 2024,07-Mar 4am,8295.88,,,,
Madhya Pradesh - 2024,07-Mar 5am,8501.57,,,,
Madhya Pradesh - 2024,07-Mar 6am,10225.34,,,,
Madhya Pradesh - 2024,07-Mar 7am,12413.81,,,,
Madhya Pradesh - 2024,07-Mar 8am,12634.68,,,,
Madhya Pradesh - 2024,07-Mar 9am,12337.59,,,,
Madhya Pradesh - 2024,07-Mar 10am,11921.56,,,,
Madhya Pradesh - 2024,07-Mar 11am,11867.34,,,,
Madhya Pradesh - 2024,07-Mar 12pm,11385.8,,,,
Madhya Pradesh - 2024,07-Mar 1pm,11082.88,,,,
Madhya Pradesh - 2024,07-Mar 2pm,10754.36,,,,
Madhya Pradesh - 2024,07-Mar 3pm,10759.14,,,,
Madhya Pradesh - 2024,07-Mar 4pm,10542.61,,,,
Madhya Pradesh - 2024,07-Mar 5pm,10345.93,,,,
Madhya Pradesh - 2024,07-Mar 6pm,10506.55,,,,
Madhya Pradesh - 2024,07-Mar 7pm,11097.42,,,,
Madhya Pradesh - 2024,07-Mar 8pm,9983.28,,,,
Madhya Pradesh - 2024,07-Mar 9pm,9082.92,,,,
Madhya Pradesh - 2024,07-Mar 10pm,9094.76,,,,
Madhya Pradesh - 2024,07-Mar 11pm,9111.41,,,,
Madhya Pradesh - 2024,08-Mar 12am,8788.52,,,,
Madhya Pradesh - 2024,08-Mar 1am,8646.66,,,,
Madhya Pradesh - 2024,08-Mar 2am,8342.1,,,,
Madhya Pradesh - 2024,08-Mar 3am,8465.77,,,,
Madhya Pradesh - 2024,08-Mar 4am,8622.19,,,,
Madhya Pradesh - 2024,08-Mar 5am,9021.98,,,,
Madhya Pradesh - 2024,08-Mar 6am,10627.33,,,,
Madhya Pradesh - 2024,08-Mar 7am,12703.66,,,,
Madhya Pradesh - 2024,08-Mar 8am,13234.77,,,,
Madhya Pradesh - 2024,08-Mar 9am,13250.79,,,,
Madhya Pradesh - 2024,08-Mar 10am,12784.33,,,,
Madhya Pradesh - 2024,08-Mar 11am,12464.55,,,,
Madhya Pradesh - 2024,08-Mar 12pm,11854.97,,,,
Madhya Pradesh - 2024,08-Mar 1pm,11410.53,,,,
Madhya Pradesh - 2024,08-Mar 2pm,10943.75,,,,
Madhya Pradesh - 2024,08-Mar 3pm,10893.63,,,,
Madhya Pradesh - 2024,08-Mar 4pm,10649.35,,,,
Madhya Pradesh - 2024,08-Mar 5pm,10296.31,,,,
Madhya Pradesh - 2024,08-Mar 6pm,10379,,,,
Madhya Pradesh - 2024,08-Mar 7pm,10739.73,,,,
Madhya Pradesh - 2024,08-Mar 8pm,9605.21,,,,
Madhya Pradesh - 2024,08-Mar 9pm,8894.93,,,,
Madhya Pradesh - 2024,08-Mar 10pm,9190.02,,,,
Madhya Pradesh - 2024,08-Mar 11pm,9204.2,,,,
Madhya Pradesh - 2024,09-Mar 12am,8887.55,,,,
Madhya Pradesh - 2024,09-Mar 1am,8764.43,,,,
Madhya Pradesh - 2024,09-Mar 2am,8470.95,,,,
Madhya Pradesh - 2024,09-Mar 3am,8474.41,,,,
Madhya Pradesh - 2024,09-Mar 4am,8534.92,,,,
Madhya Pradesh - 2024,09-Mar 5am,8837.77,,,,
Madhya Pradesh - 2024,09-Mar 6am,10517.95,,,,
Madhya Pradesh - 2024,09-Mar 7am,12633.35,,,,
Madhya Pradesh - 2024,09-Mar 8am,12825.52,,,,
Madhya Pradesh - 2024,09-Mar 9am,12639.7,,,,
Madhya Pradesh - 2024,09-Mar 10am,12181.92,,,,
Madhya Pradesh - 2024,09-Mar 11am,11944.07,,,,
Madhya Pradesh - 2024,09-Mar 12pm,11382.3,,,,
Madhya Pradesh - 2024,09-Mar 1pm,11186.75,,,,
Madhya Pradesh - 2024,09-Mar 2pm,10967.31,,,,
Madhya Pradesh - 2024,09-Mar 3pm,11083.95,,,,
Madhya Pradesh - 2024,09-Mar 4pm,10984.58,,,,
Madhya Pradesh - 2024,09-Mar 5pm,10746.57,,,,
Madhya Pradesh - 2024,09-Mar 6pm,10788.96,,,,
Madhya Pradesh - 2024,09-Mar 7pm,11266.99,,,,
Madhya Pradesh - 2024,09-Mar 8pm,10025.38,,,,
Madhya Pradesh - 2024,09-Mar 9pm,9205.85,,,,
Madhya Pradesh - 2024,09-Mar 10pm,9471.56,,,,
Madhya Pradesh - 2024,09-Mar 11pm,9588.72,,,,
Madhya Pradesh - 2024,10-Mar 12am,9293.14,,,,
Madhya Pradesh - 2024,10-Mar 1am,9037.87,,,,
Madhya Pradesh - 2024,10-Mar 2am,8722.13,,,,
Madhya Pradesh - 2024,10-Mar 3am,8736.62,,,,
Madhya Pradesh - 2024,10-Mar 4am,8797.62,,,,
Madhya Pradesh - 2024,10-Mar 5am,9091.41,,,,
Madhya Pradesh - 2024,10-Mar 6am,10527.56,,,,
Madhya Pradesh - 2024,10-Mar 7am,12404.9,,,,
Madhya Pradesh - 2024,10-Mar 8am,12796.07,,,,
Madhya Pradesh - 2024,10-Mar 9am,12658.88,,,,
Madhya Pradesh - 2024,10-Mar 10am,12102.41,,,,
Madhya Pradesh - 2024,10-Mar 11am,11838.52,,,,
Madhya Pradesh - 2024,10-Mar 12pm,11283.62,,,,
Madhya Pradesh - 2024,10-Mar 1pm,10978.28,,,,
Madhya Pradesh - 2024,10-Mar 2pm,10686.52,,,,
Madhya Pradesh - 2024,10-Mar 3pm,10679.83,,,,
Madhya Pradesh - 2024,10-Mar 4pm,10614.52,,,,
Madhya Pradesh - 2024,10-Mar 5pm,10383.24,,,,
Madhya Pradesh - 2024,10-Mar 6pm,10484.34,,,,
Madhya Pradesh - 2024,10-Mar 7pm,11022.68,,,,
Madhya Pradesh - 2024,10-Mar 8pm,9997.73,,,,
Madhya Pradesh - 2024,10-Mar 9pm,9242.48,,,,
Madhya Pradesh - 2024,10-Mar 10pm,9525.65,,,,
Madhya Pradesh - 2024,10-Mar 11pm,9659.43,,,,
Madhya Pradesh - 2024,11-Mar 12am,9457.43,,,,
Madhya Pradesh - 2024,11-Mar 1am,9201.68,,,,
Madhya Pradesh - 2024,11-Mar 2am,8954.82,,,,
Madhya Pradesh - 2024,11-Mar 3am,8947.53,,,,
Madhya Pradesh - 2024,11-Mar 4am,8988.41,,,,
Madhya Pradesh - 2024,11-Mar 5am,9368.31,,,,
Madhya Pradesh - 2024,11-Mar 6am,11011.68,,,,
Madhya Pradesh - 2024,11-Mar 7am,12919.6,,,,
Madhya Pradesh - 2024,11-Mar 8am,13064.34,,,,
Madhya Pradesh - 2024,11-Mar 9am,12748.13,,,,
Madhya Pradesh - 2024,11-Mar 10am,12318.57,,,,
Madhya Pradesh - 2024,11-Mar 11am,12290.05,,,,
Madhya Pradesh - 2024,11-Mar 12pm,11869.31,,,,
Madhya Pradesh - 2024,11-Mar 1pm,11576.37,,,,
Madhya Pradesh - 2024,11-Mar 2pm,11267.2,,,,
Madhya Pradesh - 2024,11-Mar 3pm,11269.08,,,,
Madhya Pradesh - 2024,11-Mar 4pm,11169.93,,,,
Madhya Pradesh - 2024,11-Mar 5pm,10935.88,,,,
Madhya Pradesh - 2024,11-Mar 6pm,10970.47,,,,
Madhya Pradesh - 2024,11-Mar 7pm,11435.49,,,,
Madhya Pradesh - 2024,11-Mar 8pm,10303.74,,,,
Madhya Pradesh - 2024,11-Mar 9pm,9540.63,,,,
Madhya Pradesh - 2024,11-Mar 10pm,9876.47,,,,
Madhya Pradesh - 2024,11-Mar 11pm,10068.77,,,,
Madhya Pradesh - 2024,12-Mar 12am,9820.72,,,,
Madhya Pradesh - 2024,12-Mar 1am,9619.17,,,,
Madhya Pradesh - 2024,12-Mar 2am,9274.47,,,,
Madhya Pradesh - 2024,12-Mar 3am,9388.38,,,,
Madhya Pradesh - 2024,12-Mar 4am,9595.07,,,,
Madhya Pradesh - 2024,12-Mar 5am,9773.99,,,,
Madhya Pradesh - 2024,12-Mar 6am,11157.14,,,,
Madhya Pradesh - 2024,12-Mar 7am,12777.7,,,,
Madhya Pradesh - 2024,12-Mar 8am,12802.54,,,,
Madhya Pradesh - 2024,12-Mar 9am,12612.68,,,,
Madhya Pradesh - 2024,12-Mar 10am,12254.75,,,,
Madhya Pradesh - 2024,12-Mar 11am,12253.46,,,,
Madhya Pradesh - 2024,12-Mar 12pm,11868.7,,,,
Madhya Pradesh - 2024,12-Mar 1pm,11552.91,,,,
Madhya Pradesh - 2024,12-Mar 2pm,11182.68,,,,
Madhya Pradesh - 2024,12-Mar 3pm,11280.15,,,,
Madhya Pradesh - 2024,12-Mar 4pm,11343.51,,,,
Madhya Pradesh - 2024,12-Mar 5pm,11197.44,,,,
Madhya Pradesh - 2024,12-Mar 6pm,11252.75,,,,
Madhya Pradesh - 2024,12-Mar 7pm,11700.12,,,,
Madhya Pradesh - 2024,12-Mar 8pm,10595.9,,,,
Madhya Pradesh - 2024,12-Mar 9pm,9867.93,,,,
Madhya Pradesh - 2024,12-Mar 10pm,10285.69,,,,
Madhya Pradesh - 2024,12-Mar 11pm,10403.29,,,,
Madhya Pradesh - 2024,13-Mar 12am,10167.28,,,,
Madhya Pradesh - 2024,13-Mar 1am,9925.42,,,,
Madhya Pradesh - 2024,13-Mar 2am,9510.07,,,,
Madhya Pradesh - 2024,13-Mar 3am,9613.3,,,,
Madhya Pradesh - 2024,13-Mar 4am,9854.37,,,,
Madhya Pradesh - 2024,13-Mar 5am,10003.09,,,,
Madhya Pradesh - 2024,13-Mar 6am,11319.17,,,,
Madhya Pradesh - 2024,13-Mar 7am,12953.94,,,,
Madhya Pradesh - 2024,13-Mar 8am,13051.48,,,,
Madhya Pradesh - 2024,13-Mar 9am,12818.02,,,,
Madhya Pradesh - 2024,13-Mar 10am,12419.06,,,,
Madhya Pradesh - 2024,13-Mar 11am,12318.46,,,,
Madhya Pradesh - 2024,13-Mar 12pm,11837.79,,,,
Madhya Pradesh - 2024,13-Mar 1pm,11452.97,,,,
Madhya Pradesh - 2024,13-Mar 2pm,11096.03,,,,
Madhya Pradesh - 2024,13-Mar 3pm,11232.06,,,,
Madhya Pradesh - 2024,13-Mar 4pm,11184.73,,,,
Madhya Pradesh - 2024,13-Mar 5pm,11013.07,,,,
Madhya Pradesh - 2024,13-Mar 6pm,11110.77,,,,
Madhya Pradesh - 2024,13-Mar 7pm,11663.56,,,,
Madhya Pradesh - 2024,13-Mar 8pm,10623.5,,,,
Madhya Pradesh - 2024,13-Mar 9pm,9980.93,,,,
Madhya Pradesh - 2024,13-Mar 10pm,10345.03,,,,
Madhya Pradesh - 2024,13-Mar 11pm,10491.39,,,,
Madhya Pradesh - 2024,14-Mar 12am,10230.13,,,,
Madhya Pradesh - 2024,14-Mar 1am,10039.62,,,,
Madhya Pradesh - 2024,14-Mar 2am,9721.38,,,,
Madhya Pradesh - 2024,14-Mar 3am,9826.44,,,,
Madhya Pradesh - 2024,14-Mar 4am,9985.94,,,,
Madhya Pradesh - 2024,14-Mar 5am,10099.96,,,,
Madhya Pradesh - 2024,14-Mar 6am,11507.17,,,,
Madhya Pradesh - 2024,14-Mar 7am,13102.89,,,,
Madhya Pradesh - 2024,14-Mar 8am,13062.28,,,,
Madhya Pradesh - 2024,14-Mar 9am,12706.65,,,,
Madhya Pradesh - 2024,14-Mar 10am,12345.11,,,,
Madhya Pradesh - 2024,14-Mar 11am,12301.2,,,,
Madhya Pradesh - 2024,14-Mar 12pm,11644.31,,,,
Madhya Pradesh - 2024,14-Mar 1pm,11355.19,,,,
Madhya Pradesh - 2024,14-Mar 2pm,11163.62,,,,
Madhya Pradesh - 2024,14-Mar 3pm,11285.7,,,,
Madhya Pradesh - 2024,14-Mar 4pm,11354.91,,,,
Madhya Pradesh - 2024,14-Mar 5pm,11148.03,,,,
Madhya Pradesh - 2024,14-Mar 6pm,11260.42,,,,
Madhya Pradesh - 2024,14-Mar 7pm,11865.2,,,,
Madhya Pradesh - 2024,14-Mar 8pm,10806.4,,,,
Madhya Pradesh - 2024,14-Mar 9pm,10097.58,,,,
Madhya Pradesh - 2024,14-Mar 10pm,10592.89,,,,
Madhya Pradesh - 2024,14-Mar 11pm,10719.51,,,,
Madhya Pradesh - 2024,15-Mar 12am,10464.38,,,,
Madhya Pradesh - 2024,15-Mar 1am,10207.21,,,,
Madhya Pradesh - 2024,15-Mar 2am,9870.94,,,,
Madhya Pradesh - 2024,15-Mar 3am,9886.14,,,,
Madhya Pradesh - 2024,15-Mar 4am,10004.48,,,,
Madhya Pradesh - 2024,15-Mar 5am,10128.92,,,,
Madhya Pradesh - 2024,15-Mar 6am,11429.9,,,,
Madhya Pradesh - 2024,15-Mar 7am,13004.46,,,,
Madhya Pradesh - 2024,15-Mar 8am,13161.85,,,,
Madhya Pradesh - 2024,15-Mar 9am,12744.46,,,,
Madhya Pradesh - 2024,15-Mar 10am,12308.94,,,,
Madhya Pradesh - 2024,15-Mar 11am,12211.12,,,,
Madhya Pradesh - 2024,15-Mar 12pm,11707.89,,,,
Madhya Pradesh - 2024,15-Mar 1pm,11426.46,,,,
Madhya Pradesh - 2024,15-Mar 2pm,11158.12,,,,
Madhya Pradesh - 2024,15-Mar 3pm,11379.34,,,,
Madhya Pradesh - 2024,15-Mar 4pm,11202.31,,,,
Madhya Pradesh - 2024,15-Mar 5pm,10980.14,,,,
Madhya Pradesh - 2024,15-Mar 6pm,11237.65,,,,
Madhya Pradesh - 2024,15-Mar 7pm,11752.5,,,,
Madhya Pradesh - 2024,15-Mar 8pm,10689.44,,,,
Madhya Pradesh - 2024,15-Mar 9pm,9976.49,,,,
Madhya Pradesh - 2024,15-Mar 10pm,10304.21,,,,
Madhya Pradesh - 2024,15-Mar 11pm,10523.04,,,,
Madhya Pradesh - 2024,16-Mar 12am,10210.33,,,,
Madhya Pradesh - 2024,16-Mar 1am,10036.42,,,,
Madhya Pradesh - 2024,16-Mar 2am,9755.95,,,,
Madhya Pradesh - 2024,16-Mar 3am,9747.74,,,,
Madhya Pradesh - 2024,16-Mar 4am,9917.7,,,,
Madhya Pradesh - 2024,16-Mar 5am,10071.18,,,,
Madhya Pradesh - 2024,16-Mar 6am,11378.93,,,,
Madhya Pradesh - 2024,16-Mar 7am,12907.96,,,,
Madhya Pradesh - 2024,16-Mar 8am,12951.9,,,,
Madhya Pradesh - 2024,16-Mar 9am,12576.12,,,,
Madhya Pradesh - 2024,16-Mar 10am,11860.25,,,,
Madhya Pradesh - 2024,16-Mar 11am,11775.7,,,,
Madhya Pradesh - 2024,16-Mar 12pm,11373.58,,,,
Madhya Pradesh - 2024,16-Mar 1pm,11304.8,,,,
Madhya Pradesh - 2024,16-Mar 2pm,11178.33,,,,
Madhya Pradesh - 2024,16-Mar 3pm,11354.88,,,,
Madhya Pradesh - 2024,16-Mar 4pm,11221.07,,,,
Madhya Pradesh - 2024,16-Mar 5pm,10901.82,,,,
Madhya Pradesh - 2024,16-Mar 6pm,10954.6,,,,
Madhya Pradesh - 2024,16-Mar 7pm,11407.7,,,,
Madhya Pradesh - 2024,16-Mar 8pm,10357.62,,,,
Madhya Pradesh - 2024,16-Mar 9pm,9728.25,,,,
Madhya Pradesh - 2024,16-Mar 10pm,10130.36,,,,
Madhya Pradesh - 2024,16-Mar 11pm,10308.81,,,,
Madhya Pradesh - 2024,17-Mar 12am,10099.87,,,,
Madhya Pradesh - 2024,17-Mar 1am,9856.25,,,,
Madhya Pradesh - 2024,17-Mar 2am,9521.2,,,,
Madhya Pradesh - 2024,17-Mar 3am,9588.06,,,,
Madhya Pradesh - 2024,17-Mar 4am,9780.04,,,,
Madhya Pradesh - 2024,17-Mar 5am,9870.03,,,,
Madhya Pradesh - 2024,17-Mar 6am,10981.94,,,,
Madhya Pradesh - 2024,17-Mar 7am,12421.32,,,,
Madhya Pradesh - 2024,17-Mar 8am,12483.59,,,,
Madhya Pradesh - 2024,17-Mar 9am,12087.11,,,,
Madhya Pradesh - 2024,17-Mar 10am,11261.16,,,,
Madhya Pradesh - 2024,17-Mar 11am,10919.93,,,,
Madhya Pradesh - 2024,17-Mar 12pm,10608.18,,,,
Madhya Pradesh - 2024,17-Mar 1pm,10544.52,,,,
Madhya Pradesh - 2024,17-Mar 2pm,10413.7,,,,
Madhya Pradesh - 2024,17-Mar 3pm,10604.11,,,,
Madhya Pradesh - 2024,17-Mar 4pm,10636.56,,,,
Madhya Pradesh - 2024,17-Mar 5pm,10471.01,,,,
Madhya Pradesh - 2024,17-Mar 6pm,10509.34,,,,
Madhya Pradesh - 2024,17-Mar 7pm,10754.57,,,,
Madhya Pradesh - 2024,17-Mar 8pm,9895.47,,,,
Madhya Pradesh - 2024,17-Mar 9pm,9403.56,,,,
Madhya Pradesh - 2024,17-Mar 10pm,9872.42,,,,
Madhya Pradesh - 2024,17-Mar 11pm,9969.83,,,,
Madhya Pradesh - 2024,18-Mar 12am,9644.4,,,,
Madhya Pradesh - 2024,18-Mar 1am,9472.63,,,,
Madhya Pradesh - 2024,18-Mar 2am,9202.5,,,,
Madhya Pradesh - 2024,18-Mar 3am,9348.73,,,,
Madhya Pradesh - 2024,18-Mar 4am,9643.33,,,,
Madhya Pradesh - 2024,18-Mar 5am,9800.59,,,,
Madhya Pradesh - 2024,18-Mar 6am,11048.43,,,,
Madhya Pradesh - 2024,18-Mar 7am,12565.11,,,,
Madhya Pradesh - 2024,18-Mar 8am,12754.45,,,,
Madhya Pradesh - 2024,18-Mar 9am,12387.37,,,,
Madhya Pradesh - 2024,18-Mar 10am,11774.18,,,,
Madhya Pradesh - 2024,18-Mar 11am,11595.74,,,,
Madhya Pradesh - 2024,18-Mar 12pm,11259.86,,,,
Madhya Pradesh - 2024,18-Mar 1pm,11059.1,,,,
Madhya Pradesh - 2024,18-Mar 2pm,10863.89,,,,
Madhya Pradesh - 2024,18-Mar 3pm,10741.93,,,,
Madhya Pradesh - 2024,18-Mar 4pm,10598.44,,,,
Madhya Pradesh - 2024,18-Mar 5pm,10466.97,,,,
Madhya Pradesh - 2024,18-Mar 6pm,10548.92,,,,
Madhya Pradesh - 2024,18-Mar 7pm,11140.12,,,,
Madhya Pradesh - 2024,18-Mar 8pm,10224.2,,,,
Madhya Pradesh - 2024,18-Mar 9pm,9623.74,,,,
Madhya Pradesh - 2024,18-Mar 10pm,10052.91,,,,
Madhya Pradesh - 2024,18-Mar 11pm,10160.06,,,,
Madhya Pradesh - 2024,19-Mar 12am,9902.45,,,,
Madhya Pradesh - 2024,19-Mar 1am,9722.77,,,,
Madhya Pradesh - 2024,19-Mar 2am,9476.54,,,,
Madhya Pradesh - 2024,19-Mar 3am,9521.14,,,,
Madhya Pradesh - 2024,19-Mar 4am,9638.18,,,,
Madhya Pradesh - 2024,19-Mar 5am,9823.05,,,,
Madhya Pradesh - 2024,19-Mar 6am,11046.98,,,,
Madhya Pradesh - 2024,19-Mar 7am,12498.51,,,,
Madhya Pradesh - 2024,19-Mar 8am,12463.1,,,,
Madhya Pradesh - 2024,19-Mar 9am,12162.61,,,,
Madhya Pradesh - 2024,19-Mar 10am,11610.5,,,,
Madhya Pradesh - 2024,19-Mar 11am,11488.81,,,,
Madhya Pradesh - 2024,19-Mar 12pm,10952.1,,,,
Madhya Pradesh - 2024,19-Mar 1pm,10659.94,,,,
Madhya Pradesh - 2024,19-Mar 2pm,10338.08,,,,
Madhya Pradesh - 2024,19-Mar 3pm,10444.55,,,,
Madhya Pradesh - 2024,19-Mar 4pm,10386.8,,,,
Madhya Pradesh - 2024,19-Mar 5pm,10397.84,,,,
Madhya Pradesh - 2024,19-Mar 6pm,10668.96,,,,
Madhya Pradesh - 2024,19-Mar 7pm,11270.69,,,,
Madhya Pradesh - 2024,19-Mar 8pm,10325.83,,,,
Madhya Pradesh - 2024,19-Mar 9pm,9798.04,,,,
Madhya Pradesh - 2024,19-Mar 10pm,10158.51,,,,
Madhya Pradesh - 2024,19-Mar 11pm,10167.05,,,,
Madhya Pradesh - 2024,20-Mar 12am,9926.14,,,,
Madhya Pradesh - 2024,20-Mar 1am,9815.44,,,,
Madhya Pradesh - 2024,20-Mar 2am,9492.84,,,,
Madhya Pradesh - 2024,20-Mar 3am,9523.9,,,,
Madhya Pradesh - 2024,20-Mar 4am,9643.5,,,,
Madhya Pradesh - 2024,20-Mar 5am,9801.83,,,,
Madhya Pradesh - 2024,20-Mar 6am,11094.88,,,,
Madhya Pradesh - 2024,20-Mar 7am,12546.4,,,,
Madhya Pradesh - 2024,20-Mar 8am,12474.45,,,,
Madhya Pradesh - 2024,20-Mar 9am,12197.48,,,,
Madhya Pradesh - 2024,20-Mar 10am,11780.82,,,,
Madhya Pradesh - 2024,20-Mar 11am,11561.56,,,,
Madhya Pradesh - 2024,20-Mar 12pm,11028.99,,,,
Madhya Pradesh - 2024,20-Mar 1pm,10485,,,,
Madhya Pradesh - 2024,20-Mar 2pm,10301.32,,,,
Madhya Pradesh - 2024,20-Mar 3pm,10389.89,,,,
Madhya Pradesh - 2024,20-Mar 4pm,10424.77,,,,
Madhya Pradesh - 2024,20-Mar 5pm,10373.57,,,,
Madhya Pradesh - 2024,20-Mar 6pm,10606.93,,,,
Madhya Pradesh - 2024,20-Mar 7pm,11283.42,,,,
Madhya Pradesh - 2024,20-Mar 8pm,10332.81,,,,
Madhya Pradesh - 2024,20-Mar 9pm,9692.48,,,,
Madhya Pradesh - 2024,20-Mar 10pm,10027.59,,,,
Madhya Pradesh - 2024,20-Mar 11pm,10133,,,,
Madhya Pradesh - 2024,21-Mar 12am,9916.89,,,,
Madhya Pradesh - 2024,21-Mar 1am,9750.6,,,,
Madhya Pradesh - 2024,21-Mar 2am,9530.51,,,,
Madhya Pradesh - 2024,21-Mar 3am,9481.84,,,,
Madhya Pradesh - 2024,21-Mar 4am,9458.16,,,,
Madhya Pradesh - 2024,21-Mar 5am,9576.38,,,,
Madhya Pradesh - 2024,21-Mar 6am,11000.23,,,,
Madhya Pradesh - 2024,21-Mar 7am,12472.25,,,,
Madhya Pradesh - 2024,21-Mar 8am,12446.72,,,,
Madhya Pradesh - 2024,21-Mar 9am,12026.77,,,,
Madhya Pradesh - 2024,21-Mar 10am,11587.37,,,,
Madhya Pradesh - 2024,21-Mar 11am,11413.2,,,,
Madhya Pradesh - 2024,21-Mar 12pm,10913.17,,,,
Madhya Pradesh - 2024,21-Mar 1pm,10804.89,,,,
Madhya Pradesh - 2024,21-Mar 2pm,10569.7,,,,
Madhya Pradesh - 2024,21-Mar 3pm,10611.3,,,,
Madhya Pradesh - 2024,21-Mar 4pm,10567.52,,,,
Madhya Pradesh - 2024,21-Mar 5pm,10469.06,,,,
Madhya Pradesh - 2024,21-Mar 6pm,10640.35,,,,
Madhya Pradesh - 2024,21-Mar 7pm,11218.99,,,,
Madhya Pradesh - 2024,21-Mar 8pm,10339.77,,,,
Madhya Pradesh - 2024,21-Mar 9pm,9741.28,,,,
Madhya Pradesh - 2024,21-Mar 10pm,10125.24,,,,
Madhya Pradesh - 2024,21-Mar 11pm,10183.53,,,,
Madhya Pradesh - 2024,22-Mar 12am,9945.56,,,,
Madhya Pradesh - 2024,22-Mar 1am,9792.02,,,,
Madhya Pradesh - 2024,22-Mar 2am,9612.35,,,,
Madhya Pradesh - 2024,22-Mar 3am,9659.03,,,,
Madhya Pradesh - 2024,22-Mar 4am,9729.39,,,,
Madhya Pradesh - 2024,22-Mar 5am,9813.02,,,,
Madhya Pradesh - 2024,22-Mar 6am,11128.59,,,,
Madhya Pradesh - 2024,22-Mar 7am,12465.09,,,,
Madhya Pradesh - 2024,22-Mar 8am,12399.25,,,,
Madhya Pradesh - 2024,22-Mar 9am,12126.25,,,,
Madhya Pradesh - 2024,22-Mar 10am,11713.93,,,,
Madhya Pradesh - 2024,22-Mar 11am,11705.67,,,,
Madhya Pradesh - 2024,22-Mar 12pm,11184.82,,,,
Madhya Pradesh - 2024,22-Mar 1pm,10890.91,,,,
Madhya Pradesh - 2024,22-Mar 2pm,10585.28,,,,
Madhya Pradesh - 2024,22-Mar 3pm,10658.69,,,,
Madhya Pradesh - 2024,22-Mar 4pm,10653.89,,,,
Madhya Pradesh - 2024,22-Mar 5pm,10464.72,,,,
Madhya Pradesh - 2024,22-Mar 6pm,10684.46,,,,
Madhya Pradesh - 2024,22-Mar 7pm,11334.99,,,,
Madhya Pradesh - 2024,22-Mar 8pm,10566.06,,,,
Madhya Pradesh - 2024,22-Mar 9pm,9969.97,,,,
Madhya Pradesh - 2024,22-Mar 10pm,10326.71,,,,
Madhya Pradesh - 2024,22-Mar 11pm,10359.76,,,,
Madhya Pradesh - 2024,23-Mar 12am,10153.98,,,,
Madhya Pradesh - 2024,23-Mar 1am,10047.92,,,,
Madhya Pradesh - 2024,23-Mar 2am,9756.66,,,,
Madhya Pradesh - 2024,23-Mar 3am,9768.18,,,,
Madhya Pradesh - 2024,23-Mar 4am,9886.65,,,,
Madhya Pradesh - 2024,23-Mar 5am,10047.41,,,,
Madhya Pradesh - 2024,23-Mar 6am,11249.34,,,,
Madhya Pradesh - 2024,23-Mar 7am,12542.48,,,,
Madhya Pradesh - 2024,23-Mar 8am,12312.95,,,,
Madhya Pradesh - 2024,23-Mar 9am,12013.21,,,,
Madhya Pradesh - 2024,23-Mar 10am,11622.63,,,,
Madhya Pradesh - 2024,23-Mar 11am,11626.8,,,,
Madhya Pradesh - 2024,23-Mar 12pm,11131.9,,,,
