State,Date,Hourly Demand Met (in MW),,,,
Madhya Pradesh - 2025,15-Apr 3pm,12762.97,,,,
Madhya Pradesh - 2025,15-Apr 4pm,13203.38,,,,
Madhya Pradesh - 2025,15-Apr 5pm,13028.04,,,,
Madhya Pradesh - 2025,15-Apr 6pm,11816.57,,,,
Madhya Pradesh - 2025,15-Apr 7pm,12632.87,,,,
Madhya Pradesh - 2025,15-Apr 8pm,12508.65,,,,
Madhya Pradesh - 2025,15-Apr 9pm,11991.51,,,,
Madhya Pradesh - 2025,15-Apr 10pm,12526.35,,,,
Madhya Pradesh - 2025,15-Apr 11pm,13533.46,,,,
Madhya Pradesh - 2025,16-Apr 12am,12842.5,,,,
Madhya Pradesh - 2025,16-Apr 1am,12668.5,,,,
Madhya Pradesh - 2025,16-Apr 2am,12357.91,,,,
Madhya Pradesh - 2025,16-Apr 3am,12400.03,,,,
Madhya Pradesh - 2025,16-Apr 4am,12204.57,,,,
Madhya Pradesh - 2025,16-Apr 5am,12019.11,,,,
Madhya Pradesh - 2025,16-Apr 6am,12943.65,,,,
Madhya Pradesh - 2025,16-Apr 7am,13446.81,,,,
Madhya Pradesh - 2025,16-Apr 8am,13131.27,,,,
Madhya Pradesh - 2025,16-Apr 9am,13791.66,,,,
Madhya Pradesh - 2025,16-Apr 10am,13745.58,,,,
Madhya Pradesh - 2025,16-Apr 11am,13122.33,,,,
Madhya Pradesh - 2025,16-Apr 12pm,12373.72,,,,
Madhya Pradesh - 2025,16-Apr 1pm,12634.96,,,,
Madhya Pradesh - 2025,16-Apr 2pm,12821.23,,,,
Madhya Pradesh - 2025,16-Apr 3pm,13048.42,,,,
Madhya Pradesh - 2025,16-Apr 4pm,13243.3,,,,
Madhya Pradesh - 2025,16-Apr 5pm,13342.54,,,,
Madhya Pradesh - 2025,16-Apr 6pm,12087.18,,,,
Madhya Pradesh - 2025,16-Apr 7pm,12262.61,,,,
Madhya Pradesh - 2025,16-Apr 8pm,12520.51,,,,
Madhya Pradesh - 2025,16-Apr 9pm,11991.62,,,,
Madhya Pradesh - 2025,16-Apr 10pm,12467.16,,,,
Madhya Pradesh - 2025,16-Apr 11pm,13358.32,,,,
Madhya Pradesh - 2025,17-Apr 12am,13173.76,,,,
Madhya Pradesh - 2025,17-Apr 1am,12813.77,,,,
Madhya Pradesh - 2025,17-Apr 2am,12277.44,,,,
Madhya Pradesh - 2025,17-Apr 3am,12143.21,,,,
Madhya Pradesh - 2025,17-Apr 4am,12087.76,,,,
Madhya Pradesh - 2025,17-Apr 5am,12179.19,,,,
Madhya Pradesh - 2025,17-Apr 6am,12957.85,,,,
Madhya Pradesh - 2025,17-Apr 7am,13703.34,,,,
Madhya Pradesh - 2025,17-Apr 8am,13116.85,,,,
Madhya Pradesh - 2025,17-Apr 9am,13977.57,,,,
Madhya Pradesh - 2025,17-Apr 10am,13913.31,,,,
Madhya Pradesh - 2025,17-Apr 11am,13357.54,,,,
Madhya Pradesh - 2025,17-Apr 12pm,12719.8,,,,
Madhya Pradesh - 2025,17-Apr 1pm,12877.83,,,,
Madhya Pradesh - 2025,17-Apr 2pm,12930.72,,,,
Madhya Pradesh - 2025,17-Apr 3pm,13314.66,,,,
Madhya Pradesh - 2025,17-Apr 4pm,13618.44,,,,
Madhya Pradesh - 2025,17-Apr 5pm,13276.37,,,,
Madhya Pradesh - 2025,17-Apr 6pm,11750.68,,,,
Madhya Pradesh - 2025,17-Apr 7pm,12184.49,,,,
Madhya Pradesh - 2025,17-Apr 8pm,12219.18,,,,
Madhya Pradesh - 2025,17-Apr 9pm,11682.04,,,,
Madhya Pradesh - 2025,17-Apr 10pm,12334.53,,,,
Madhya Pradesh - 2025,17-Apr 11pm,13455.09,,,,
Madhya Pradesh - 2025,18-Apr 12am,13271.84,,,,
Madhya Pradesh - 2025,18-Apr 1am,13060.74,,,,
Madhya Pradesh - 2025,18-Apr 2am,12611.26,,,,
Madhya Pradesh - 2025,18-Apr 3am,12514.52,,,,
Madhya Pradesh - 2025,18-Apr 4am,12320.95,,,,
Madhya Pradesh - 2025,18-Apr 5am,12212.87,,,,
Madhya Pradesh - 2025,18-Apr 6am,12698.09,,,,
Madhya Pradesh - 2025,18-Apr 7am,13434.55,,,,
Madhya Pradesh - 2025,18-Apr 8am,12946.93,,,,
Madhya Pradesh - 2025,18-Apr 9am,13821.34,,,,
Madhya Pradesh - 2025,18-Apr 10am,13739.7,,,,
Madhya Pradesh - 2025,18-Apr 11am,13201.57,,,,
Madhya Pradesh - 2025,18-Apr 12pm,12620.68,,,,
Madhya Pradesh - 2025,18-Apr 1pm,12853.78,,,,
Madhya Pradesh - 2025,18-Apr 2pm,12862.43,,,,
Madhya Pradesh - 2025,18-Apr 3pm,13028.17,,,,
Madhya Pradesh - 2025,18-Apr 4pm,13078.03,,,,
Madhya Pradesh - 2025,18-Apr 5pm,12842.01,,,,
Madhya Pradesh - 2025,18-Apr 6pm,11843.83,,,,
Madhya Pradesh - 2025,18-Apr 7pm,12448.5,,,,
Madhya Pradesh - 2025,18-Apr 8pm,12632.25,,,,
Madhya Pradesh - 2025,18-Apr 9pm,12082.01,,,,
Madhya Pradesh - 2025,18-Apr 10pm,12381.57,,,,
Madhya Pradesh - 2025,18-Apr 11pm,13525.63,,,,
Madhya Pradesh - 2025,19-Apr 12am,13415.5,,,,
Madhya Pradesh - 2025,19-Apr 1am,13105.1,,,,
Madhya Pradesh - 2025,19-Apr 2am,12490.49,,,,
Madhya Pradesh - 2025,19-Apr 3am,12469.63,,,,
Madhya Pradesh - 2025,19-Apr 4am,12329.68,,,,
Madhya Pradesh - 2025,19-Apr 5am,12194.46,,,,
Madhya Pradesh - 2025,19-Apr 6am,12621.49,,,,
Madhya Pradesh - 2025,19-Apr 7am,13332.91,,,,
Madhya Pradesh - 2025,19-Apr 8am,12797.92,,,,
Madhya Pradesh - 2025,19-Apr 9am,13637.1,,,,
Madhya Pradesh - 2025,19-Apr 10am,13307.41,,,,
Madhya Pradesh - 2025,19-Apr 11am,12734.86,,,,
Madhya Pradesh - 2025,19-Apr 12pm,12283.46,,,,
Madhya Pradesh - 2025,19-Apr 1pm,12598.05,,,,
Madhya Pradesh - 2025,19-Apr 2pm,12750.69,,,,
Madhya Pradesh - 2025,19-Apr 3pm,12966.11,,,,
Madhya Pradesh - 2025,19-Apr 4pm,13303.12,,,,
Madhya Pradesh - 2025,19-Apr 5pm,13335.23,,,,
Madhya Pradesh - 2025,19-Apr 6pm,11960.49,,,,
Madhya Pradesh - 2025,19-Apr 7pm,12530.57,,,,
Madhya Pradesh - 2025,19-Apr 8pm,12768.72,,,,
Madhya Pradesh - 2025,19-Apr 9pm,12140.16,,,,
Madhya Pradesh - 2025,19-Apr 10pm,12557.57,,,,
Madhya Pradesh - 2025,19-Apr 11pm,13547.68,,,,
Madhya Pradesh - 2025,20-Apr 12am,13392.33,,,,
Madhya Pradesh - 2025,20-Apr 1am,13243.06,,,,
Madhya Pradesh - 2025,20-Apr 2am,12805.22,,,,
Madhya Pradesh - 2025,20-Apr 3am,12619.87,,,,
Madhya Pradesh - 2025,20-Apr 4am,12495.72,,,,
Madhya Pradesh - 2025,20-Apr 5am,12395.12,,,,
Madhya Pradesh - 2025,20-Apr 6am,12910.6,,,,
Madhya Pradesh - 2025,20-Apr 7am,13427.36,,,,
Madhya Pradesh - 2025,20-Apr 8am,12823.7,,,,
Madhya Pradesh - 2025,20-Apr 9am,13446.29,,,,
Madhya Pradesh - 2025,20-Apr 10am,13088.78,,,,
Madhya Pradesh - 2025,20-Apr 11am,12432.03,,,,
Madhya Pradesh - 2025,20-Apr 12pm,11978.15,,,,
Madhya Pradesh - 2025,20-Apr 1pm,12266.26,,,,
Madhya Pradesh - 2025,20-Apr 2pm,12270.77,,,,
Madhya Pradesh - 2025,20-Apr 3pm,12513.01,,,,
Madhya Pradesh - 2025,20-Apr 4pm,12913.24,,,,
Madhya Pradesh - 2025,20-Apr 5pm,12859.93,,,,
Madhya Pradesh - 2025,20-Apr 6pm,11372.06,,,,
Madhya Pradesh - 2025,20-Apr 7pm,11956.81,,,,
Madhya Pradesh - 2025,20-Apr 8pm,12265.96,,,,
Madhya Pradesh - 2025,20-Apr 9pm,11718.01,,,,
Madhya Pradesh - 2025,20-Apr 10pm,12217.14,,,,
Madhya Pradesh - 2025,20-Apr 11pm,13177.58,,,,
Madhya Pradesh - 2025,21-Apr 12am,13109.84,,,,
Madhya Pradesh - 2025,21-Apr 1am,12949.29,,,,
Madhya Pradesh - 2025,21-Apr 2am,12399.36,,,,
Madhya Pradesh - 2025,21-Apr 3am,12357.53,,,,
Madhya Pradesh - 2025,21-Apr 4am,12171.35,,,,
Madhya Pradesh - 2025,21-Apr 5am,12062.12,,,,
Madhya Pradesh - 2025,21-Apr 6am,12715.3,,,,
Madhya Pradesh - 2025,21-Apr 7am,13332.93,,,,
Madhya Pradesh - 2025,21-Apr 8am,12771.05,,,,
Madhya Pradesh - 2025,21-Apr 9am,13769.04,,,,
Madhya Pradesh - 2025,21-Apr 10am,13733.88,,,,
Madhya Pradesh - 2025,21-Apr 11am,13021.12,,,,
Madhya Pradesh - 2025,21-Apr 12pm,12477.99,,,,
Madhya Pradesh - 2025,21-Apr 1pm,12920.58,,,,
Madhya Pradesh - 2025,21-Apr 2pm,12995.34,,,,
Madhya Pradesh - 2025,21-Apr 3pm,13033.62,,,,
Madhya Pradesh - 2025,21-Apr 4pm,13709.43,,,,
Madhya Pradesh - 2025,21-Apr 5pm,13229.09,,,,
Madhya Pradesh - 2025,21-Apr 6pm,11906.51,,,,
Madhya Pradesh - 2025,21-Apr 7pm,11974.47,,,,
Madhya Pradesh - 2025,21-Apr 8pm,11599.68,,,,
Madhya Pradesh - 2025,21-Apr 9pm,11495.74,,,,
Madhya Pradesh - 2025,21-Apr 10pm,11707.62,,,,
Madhya Pradesh - 2025,21-Apr 11pm,12870.54,,,,
Madhya Pradesh - 2025,22-Apr 12am,12962.27,,,,
Madhya Pradesh - 2025,22-Apr 1am,12320.23,,,,
Madhya Pradesh - 2025,22-Apr 2am,12352.41,,,,
Madhya Pradesh - 2025,22-Apr 3am,12444.68,,,,
Madhya Pradesh - 2025,22-Apr 4am,12230.3,,,,
Madhya Pradesh - 2025,22-Apr 5am,12177,,,,
Madhya Pradesh - 2025,22-Apr 6am,12893.53,,,,
Madhya Pradesh - 2025,22-Apr 7am,13324.08,,,,
Madhya Pradesh - 2025,22-Apr 8am,13115.1,,,,
Madhya Pradesh - 2025,22-Apr 9am,13886.97,,,,
Madhya Pradesh - 2025,22-Apr 10am,13762.39,,,,
Madhya Pradesh - 2025,22-Apr 11am,13179.79,,,,
Madhya Pradesh - 2025,22-Apr 12pm,12654.22,,,,
Madhya Pradesh - 2025,22-Apr 1pm,12978.82,,,,
Madhya Pradesh - 2025,22-Apr 2pm,13009.39,,,,
Madhya Pradesh - 2025,22-Apr 3pm,13270.64,,,,
Madhya Pradesh - 2025,22-Apr 4pm,13644.18,,,,
Madhya Pradesh - 2025,22-Apr 5pm,13669.47,,,,
Madhya Pradesh - 2025,22-Apr 6pm,12166.3,,,,
Madhya Pradesh - 2025,22-Apr 7pm,12555.11,,,,
Madhya Pradesh - 2025,22-Apr 8pm,12739.36,,,,
Madhya Pradesh - 2025,22-Apr 9pm,12332.23,,,,
Madhya Pradesh - 2025,22-Apr 10pm,12460.79,,,,
Madhya Pradesh - 2025,22-Apr 11pm,13084.16,,,,
Madhya Pradesh - 2025,23-Apr 12am,13035.31,,,,
Madhya Pradesh - 2025,23-Apr 1am,12658.12,,,,
Madhya Pradesh - 2025,23-Apr 2am,12593.6,,,,
Madhya Pradesh - 2025,23-Apr 3am,12474.58,,,,
Madhya Pradesh - 2025,23-Apr 4am,12267.37,,,,
Madhya Pradesh - 2025,23-Apr 5am,12169.93,,,,
Madhya Pradesh - 2025,23-Apr 6am,12846.57,,,,
Madhya Pradesh - 2025,23-Apr 7am,13164.32,,,,
Madhya Pradesh - 2025,23-Apr 8am,13066.92,,,,
Madhya Pradesh - 2025,23-Apr 9am,14126.42,,,,
Madhya Pradesh - 2025,23-Apr 10am,13898.47,,,,
Madhya Pradesh - 2025,23-Apr 11am,13346,,,,
Madhya Pradesh - 2025,23-Apr 12pm,12729.93,,,,
Madhya Pradesh - 2025,23-Apr 1pm,12934.44,,,,
Madhya Pradesh - 2025,23-Apr 2pm,12860.7,,,,
Madhya Pradesh - 2025,23-Apr 3pm,13038.29,,,,
Madhya Pradesh - 2025,23-Apr 4pm,13391.74,,,,
Madhya Pradesh - 2025,23-Apr 5pm,13327.55,,,,
Madhya Pradesh - 2025,23-Apr 6pm,12078.2,,,,
Madhya Pradesh - 2025,23-Apr 7pm,12495.87,,,,
Madhya Pradesh - 2025,23-Apr 8pm,12763.57,,,,
Madhya Pradesh - 2025,23-Apr 9pm,12061.2,,,,
Madhya Pradesh - 2025,23-Apr 10pm,12121.84,,,,
Madhya Pradesh - 2025,23-Apr 11pm,12768.33,,,,
Madhya Pradesh - 2025,24-Apr 12am,12463.72,,,,
Madhya Pradesh - 2025,24-Apr 1am,12055.54,,,,
Madhya Pradesh - 2025,24-Apr 2am,12127.7,,,,
Madhya Pradesh - 2025,24-Apr 3am,12056.62,,,,
Madhya Pradesh - 2025,24-Apr 4am,11855.86,,,,
Madhya Pradesh - 2025,24-Apr 5am,11832.72,,,,
Madhya Pradesh - 2025,24-Apr 6am,12682.62,,,,
Madhya Pradesh - 2025,24-Apr 7am,13410.79,,,,
Madhya Pradesh - 2025,24-Apr 8am,12791.02,,,,
Madhya Pradesh - 2025,24-Apr 9am,13850.91,,,,
Madhya Pradesh - 2025,24-Apr 10am,13879.42,,,,
Madhya Pradesh - 2025,24-Apr 11am,13184.23,,,,
Madhya Pradesh - 2025,24-Apr 12pm,12622.33,,,,
Madhya Pradesh - 2025,24-Apr 1pm,12915,,,,
Madhya Pradesh - 2025,24-Apr 2pm,12844.94,,,,
Madhya Pradesh - 2025,24-Apr 3pm,12991.94,,,,
Madhya Pradesh - 2025,24-Apr 4pm,13161.73,,,,
Madhya Pradesh - 2025,24-Apr 5pm,13453.59,,,,
Madhya Pradesh - 2025,24-Apr 6pm,12039.83,,,,
Madhya Pradesh - 2025,24-Apr 7pm,12560.77,,,,
Madhya Pradesh - 2025,24-Apr 8pm,12974.43,,,,
Madhya Pradesh - 2025,24-Apr 9pm,12178.55,,,,
Madhya Pradesh - 2025,24-Apr 10pm,12664.36,,,,
Madhya Pradesh - 2025,24-Apr 11pm,13768.57,,,,
Madhya Pradesh - 2025,25-Apr 12am,13631.55,,,,
Madhya Pradesh - 2025,25-Apr 1am,13118.11,,,,
Madhya Pradesh - 2025,25-Apr 2am,12571.16,,,,
Madhya Pradesh - 2025,25-Apr 3am,12515.56,,,,
Madhya Pradesh - 2025,25-Apr 4am,12165.28,,,,
Madhya Pradesh - 2025,25-Apr 5am,12057.99,,,,
Madhya Pradesh - 2025,25-Apr 6am,12822.02,,,,
Madhya Pradesh - 2025,25-Apr 7am,13425.84,,,,
Madhya Pradesh - 2025,25-Apr 8am,12921.48,,,,
Madhya Pradesh - 2025,25-Apr 9am,14103.37,,,,
Madhya Pradesh - 2025,25-Apr 10am,13964.51,,,,
Madhya Pradesh - 2025,25-Apr 11am,13483.94,,,,
Madhya Pradesh - 2025,25-Apr 12pm,13022.83,,,,
Madhya Pradesh - 2025,25-Apr 1pm,13141.44,,,,
Madhya Pradesh - 2025,25-Apr 2pm,13167.18,,,,
Madhya Pradesh - 2025,25-Apr 3pm,13415.87,,,,
Madhya Pradesh - 2025,25-Apr 4pm,13745.5,,,,
Madhya Pradesh - 2025,25-Apr 5pm,13667.18,,,,
Madhya Pradesh - 2025,25-Apr 6pm,12120.57,,,,
Madhya Pradesh - 2025,25-Apr 7pm,12668.28,,,,
Madhya Pradesh - 2025,25-Apr 8pm,12922.68,,,,
Madhya Pradesh - 2025,25-Apr 9pm,12194.14,,,,
Madhya Pradesh - 2025,25-Apr 10pm,12685.9,,,,
Madhya Pradesh - 2025,25-Apr 11pm,13788.28,,,,
Madhya Pradesh - 2025,26-Apr 12am,13719.63,,,,
Madhya Pradesh - 2025,26-Apr 1am,12987.28,,,,
Madhya Pradesh - 2025,26-Apr 2am,12619.55,,,,
Madhya Pradesh - 2025,26-Apr 3am,12648.53,,,,
Madhya Pradesh - 2025,26-Apr 4am,12241.29,,,,
Madhya Pradesh - 2025,26-Apr 5am,11939.24,,,,
Madhya Pradesh - 2025,26-Apr 6am,12572.85,,,,
Madhya Pradesh - 2025,26-Apr 7am,12984.07,,,,
Madhya Pradesh - 2025,26-Apr 8am,12613.95,,,,
Madhya Pradesh - 2025,26-Apr 9am,13614.56,,,,
Madhya Pradesh - 2025,26-Apr 10am,13468.58,,,,
Madhya Pradesh - 2025,26-Apr 11am,13158.66,,,,
Madhya Pradesh - 2025,26-Apr 12pm,12532.99,,,,
Madhya Pradesh - 2025,26-Apr 1pm,12688.95,,,,
Madhya Pradesh - 2025,26-Apr 2pm,12649.19,,,,
Madhya Pradesh - 2025,26-Apr 3pm,12754.75,,,,
Madhya Pradesh - 2025,26-Apr 4pm,12987.84,,,,
Madhya Pradesh - 2025,26-Apr 5pm,12574.22,,,,
Madhya Pradesh - 2025,26-Apr 6pm,11386.3,,,,
Madhya Pradesh - 2025,26-Apr 7pm,11546.58,,,,
Madhya Pradesh - 2025,26-Apr 8pm,11716.83,,,,
Madhya Pradesh - 2025,26-Apr 9pm,11540.86,,,,
Madhya Pradesh - 2025,26-Apr 10pm,12101.56,,,,
Madhya Pradesh - 2025,26-Apr 11pm,12980.42,,,,
Madhya Pradesh - 2025,27-Apr 12am,12922.75,,,,
Madhya Pradesh - 2025,27-Apr 1am,12680.79,,,,
Madhya Pradesh - 2025,27-Apr 2am,12231.05,,,,
Madhya Pradesh - 2025,27-Apr 3am,12094.93,,,,
Madhya Pradesh - 2025,27-Apr 4am,12016.35,,,,
Madhya Pradesh - 2025,27-Apr 5am,11793.45,,,,
Madhya Pradesh - 2025,27-Apr 6am,12138.43,,,,
Madhya Pradesh - 2025,27-Apr 7am,12611.6,,,,
Madhya Pradesh - 2025,27-Apr 8am,12079.1,,,,
Madhya Pradesh - 2025,27-Apr 9am,12312.31,,,,
Madhya Pradesh - 2025,27-Apr 10am,12098.41,,,,
Madhya Pradesh - 2025,27-Apr 11am,11755.21,,,,
Madhya Pradesh - 2025,27-Apr 12pm,11485.84,,,,
Madhya Pradesh - 2025,27-Apr 1pm,11790.06,,,,
Madhya Pradesh - 2025,27-Apr 2pm,11469.97,,,,
Madhya Pradesh - 2025,27-Apr 3pm,10815.16,,,,
Madhya Pradesh - 2025,27-Apr 4pm,10577.23,,,,
Madhya Pradesh - 2025,27-Apr 5pm,10633.47,,,,
Madhya Pradesh - 2025,27-Apr 6pm,9819.08,,,,
Madhya Pradesh - 2025,27-Apr 7pm,10328.02,,,,
Madhya Pradesh - 2025,27-Apr 8pm,10690.54,,,,
Madhya Pradesh - 2025,27-Apr 9pm,10361.59,,,,
Madhya Pradesh - 2025,27-Apr 10pm,10789.16,,,,
Madhya Pradesh - 2025,27-Apr 11pm,11909.02,,,,
Madhya Pradesh - 2025,28-Apr 12am,11972.16,,,,
Madhya Pradesh - 2025,28-Apr 1am,11655.82,,,,
Madhya Pradesh - 2025,28-Apr 2am,11229.23,,,,
Madhya Pradesh - 2025,28-Apr 3am,11104.23,,,,
Madhya Pradesh - 2025,28-Apr 4am,10890.25,,,,
Madhya Pradesh - 2025,28-Apr 5am,10882.16,,,,
Madhya Pradesh - 2025,28-Apr 6am,11669.63,,,,
Madhya Pradesh - 2025,28-Apr 7am,12276.74,,,,
Madhya Pradesh - 2025,28-Apr 8am,11902.36,,,,
Madhya Pradesh - 2025,28-Apr 9am,12741.75,,,,
Madhya Pradesh - 2025,28-Apr 10am,12868.18,,,,
Madhya Pradesh - 2025,28-Apr 11am,12620.09,,,,
Madhya Pradesh - 2025,28-Apr 12pm,12052.77,,,,
Madhya Pradesh - 2025,28-Apr 1pm,12331.97,,,,
Madhya Pradesh - 2025,28-Apr 2pm,12605.77,,,,
Madhya Pradesh - 2025,28-Apr 3pm,12824.78,,,,
Madhya Pradesh - 2025,28-Apr 4pm,13159.96,,,,
Madhya Pradesh - 2025,28-Apr 5pm,12907.76,,,,
Madhya Pradesh - 2025,28-Apr 6pm,11568.31,,,,
Madhya Pradesh - 2025,28-Apr 7pm,11958.21,,,,
Madhya Pradesh - 2025,28-Apr 8pm,12192.38,,,,
Madhya Pradesh - 2025,28-Apr 9pm,11738.04,,,,
Madhya Pradesh - 2025,28-Apr 10pm,12333.27,,,,
Madhya Pradesh - 2025,28-Apr 11pm,13347.45,,,,
Madhya Pradesh - 2025,29-Apr 12am,13347.06,,,,
Madhya Pradesh - 2025,29-Apr 1am,12876.63,,,,
Madhya Pradesh - 2025,29-Apr 2am,12478.87,,,,
Madhya Pradesh - 2025,29-Apr 3am,12228.69,,,,
Madhya Pradesh - 2025,29-Apr 4am,12101.75,,,,
Madhya Pradesh - 2025,29-Apr 5am,11950.05,,,,
Madhya Pradesh - 2025,29-Apr 6am,12695.24,,,,
Madhya Pradesh - 2025,29-Apr 7am,13133.95,,,,
Madhya Pradesh - 2025,29-Apr 8am,12673.93,,,,
Madhya Pradesh - 2025,29-Apr 9am,13521.24,,,,
Madhya Pradesh - 2025,29-Apr 10am,13455.21,,,,
Madhya Pradesh - 2025,29-Apr 11am,12922.52,,,,
Madhya Pradesh - 2025,29-Apr 12pm,12262.19,,,,
Madhya Pradesh - 2025,29-Apr 1pm,12303.09,,,,
Madhya Pradesh - 2025,29-Apr 2pm,12246,,,,
Madhya Pradesh - 2025,29-Apr 3pm,12150.59,,,,
Madhya Pradesh - 2025,29-Apr 4pm,11924.01,,,,
Madhya Pradesh - 2025,29-Apr 5pm,11516.61,,,,
Madhya Pradesh - 2025,29-Apr 6pm,10575.11,,,,
Madhya Pradesh - 2025,29-Apr 7pm,10645.88,,,,
Madhya Pradesh - 2025,29-Apr 8pm,11006.48,,,,
Madhya Pradesh - 2025,29-Apr 9pm,10701.15,,,,
Madhya Pradesh - 2025,29-Apr 10pm,11276.02,,,,
Madhya Pradesh - 2025,29-Apr 11pm,12265.87,,,,
Madhya Pradesh - 2025,30-Apr 12am,12577.16,,,,
Madhya Pradesh - 2025,30-Apr 1am,12348.63,,,,
Madhya Pradesh - 2025,30-Apr 2am,11824.17,,,,
Madhya Pradesh - 2025,30-Apr 3am,11872.46,,,,
Madhya Pradesh - 2025,30-Apr 4am,11765.49,,,,
Madhya Pradesh - 2025,30-Apr 5am,11568.95,,,,
Madhya Pradesh - 2025,30-Apr 6am,12068.73,,,,
Madhya Pradesh - 2025,30-Apr 7am,12396.41,,,,
Madhya Pradesh - 2025,30-Apr 8am,12003.9,,,,
Madhya Pradesh - 2025,30-Apr 9am,13086.45,,,,
Madhya Pradesh - 2025,30-Apr 10am,13253.45,,,,
Madhya Pradesh - 2025,30-Apr 11am,12899.46,,,,
Madhya Pradesh - 2025,30-Apr 12pm,12473.43,,,,
Madhya Pradesh - 2025,30-Apr 1pm,12653.41,,,,
Madhya Pradesh - 2025,30-Apr 2pm,12948.49,,,,
Madhya Pradesh - 2025,30-Apr 3pm,13035.12,,,,
Madhya Pradesh - 2025,30-Apr 4pm,12940.09,,,,
Madhya Pradesh - 2025,30-Apr 5pm,12524.27,,,,
Madhya Pradesh - 2025,30-Apr 6pm,10214.33,,,,
Madhya Pradesh - 2025,30-Apr 7pm,10504.61,,,,
Madhya Pradesh - 2025,30-Apr 8pm,10934.68,,,,
Madhya Pradesh - 2025,30-Apr 9pm,10963.95,,,,
Madhya Pradesh - 2025,30-Apr 10pm,11641.48,,,,
Madhya Pradesh - 2025,30-Apr 11pm,12618.39,,,,
Madhya Pradesh - 2025,01-May 12am,12573.75,,,,
Madhya Pradesh - 2025,01-May 1am,12501.37,,,,
Madhya Pradesh - 2025,01-May 2am,12040.06,,,,
Madhya Pradesh - 2025,01-May 3am,11928.41,,,,
Madhya Pradesh - 2025,01-May 4am,11826.18,,,,
Madhya Pradesh - 2025,01-May 5am,11624.78,,,,
Madhya Pradesh - 2025,01-May 6am,12225.63,,,,
Madhya Pradesh - 2025,01-May 7am,12514.32,,,,
Madhya Pradesh - 2025,01-May 8am,12062.4,,,,
Madhya Pradesh - 2025,01-May 9am,12710.04,,,,
Madhya Pradesh - 2025,01-May 10am,12871.32,,,,
Madhya Pradesh - 2025,01-May 11am,12714.16,,,,
Madhya Pradesh - 2025,01-May 12pm,12414.61,,,,
Madhya Pradesh - 2025,01-May 1pm,12887.2,,,,
Madhya Pradesh - 2025,01-May 2pm,12931.02,,,,
Madhya Pradesh - 2025,01-May 3pm,13107.47,,,,
Madhya Pradesh - 2025,01-May 4pm,13136.65,,,,
Madhya Pradesh - 2025,01-May 5pm,12587.55,,,,
Madhya Pradesh - 2025,01-May 6pm,11338.85,,,,
Madhya Pradesh - 2025,01-May 7pm,11522.74,,,,
Madhya Pradesh - 2025,01-May 8pm,11790.29,,,,
Madhya Pradesh - 2025,01-May 9pm,11412.73,,,,
Madhya Pradesh - 2025,01-May 10pm,11893.16,,,,
Madhya Pradesh - 2025,01-May 11pm,13005.2,,,,
Madhya Pradesh - 2025,02-May 12am,13039.95,,,,
Madhya Pradesh - 2025,02-May 1am,12628.73,,,,
Madhya Pradesh - 2025,02-May 2am,12222.12,,,,
Madhya Pradesh - 2025,02-May 3am,12093.08,,,,
Madhya Pradesh - 2025,02-May 4am,11995.21,,,,
Madhya Pradesh - 2025,02-May 5am,11841.72,,,,
Madhya Pradesh - 2025,02-May 6am,12504.2,,,,
Madhya Pradesh - 2025,02-May 7am,12584.27,,,,
Madhya Pradesh - 2025,02-May 8am,12109.93,,,,
Madhya Pradesh - 2025,02-May 9am,12588.54,,,,
Madhya Pradesh - 2025,02-May 10am,12623.92,,,,
Madhya Pradesh - 2025,02-May 11am,12085.76,,,,
Madhya Pradesh - 2025,02-May 12pm,11428.34,,,,
Madhya Pradesh - 2025,02-May 1pm,11847.08,,,,
Madhya Pradesh - 2025,02-May 2pm,12205.17,,,,
Madhya Pradesh - 2025,02-May 3pm,12597.69,,,,
Madhya Pradesh - 2025,02-May 4pm,13151.56,,,,
Madhya Pradesh - 2025,02-May 5pm,13020.13,,,,
Madhya Pradesh - 2025,02-May 6pm,11614.63,,,,
Madhya Pradesh - 2025,02-May 7pm,12033.71,,,,
Madhya Pradesh - 2025,02-May 8pm,12395.01,,,,
Madhya Pradesh - 2025,02-May 9pm,11887.47,,,,
Madhya Pradesh - 2025,02-May 10pm,12424.87,,,,
Madhya Pradesh - 2025,02-May 11pm,13447.41,,,,
Madhya Pradesh - 2025,03-May 12am,13313.72,,,,
Madhya Pradesh - 2025,03-May 1am,13055.82,,,,
Madhya Pradesh - 2025,03-May 2am,12450.99,,,,
Madhya Pradesh - 2025,03-May 3am,12438.23,,,,
Madhya Pradesh - 2025,03-May 4am,12147.26,,,,
Madhya Pradesh - 2025,03-May 5am,11965.78,,,,
Madhya Pradesh - 2025,03-May 6am,12599.79,,,,
Madhya Pradesh - 2025,03-May 7am,13008.54,,,,
Madhya Pradesh - 2025,03-May 8am,12650.43,,,,
Madhya Pradesh - 2025,03-May 9am,13545.84,,,,
Madhya Pradesh - 2025,03-May 10am,13679.34,,,,
Madhya Pradesh - 2025,03-May 11am,13140.51,,,,
Madhya Pradesh - 2025,03-May 12pm,12582.87,,,,
Madhya Pradesh - 2025,03-May 1pm,12448.03,,,,
Madhya Pradesh - 2025,03-May 2pm,11894.74,,,,
Madhya Pradesh - 2025,03-May 3pm,11268.36,,,,
Madhya Pradesh - 2025,03-May 4pm,11341.35,,,,
