timestamp,demand_mw,source
2026-06-24 11:00:00,2063.0,api
2026-06-24 11:15:00,2125.0,api
2026-06-24 11:30:00,2102.0,api
2026-06-24 11:45:00,2160.0,api
2026-06-24 12:00:00,2163.0,api
2026-06-24 12:15:00,2161.0,api
2026-06-24 12:30:00,2141.0,api
2026-06-24 12:45:00,2146.0,api
2026-06-24 13:00:00,2117.0,api
2026-06-24 13:15:00,2164.0,api
2026-06-24 14:15:00,2351.0,api
2026-06-24 14:30:00,2418.0,api
2026-06-30 12:15:00,2233.0,api
2026-06-30 12:30:00,2235.0,api
2026-06-30 12:45:00,2261.0,api
2026-06-30 13:00:00,2199.0,api
2026-06-30 13:30:00,2158.0,api
2026-06-30 13:45:00,2207.0,api
2026-06-30 14:00:00,2250.0,api
2026-07-07 18:15:00,2230.0,api
2026-07-07 18:30:00,2212.0,api
2026-07-07 18:30:00+05:30,2212.0,api
