timestamp,demand_mw,source
2026-06-23 22:45:00,15819.0,api
2026-06-24 10:00:00,13162.0,api
2026-06-24 10:30:00,12954.0,api
2026-06-24 10:45:00,12878.0,api
2026-06-24 11:00:00,12540.0,api
2026-06-24 11:15:00,12568.0,api
2026-06-24 11:30:00,12597.0,api
2026-06-24 11:45:00,12775.0,api
2026-06-24 12:00:00,12611.0,api
2026-06-24 12:15:00,12409.0,api
2026-06-24 12:30:00,12349.0,api
2026-06-24 12:45:00,12202.0,api
2026-06-24 13:00:00,12004.0,api
2026-06-24 13:15:00,12200.0,api
2026-06-24 14:15:00,12782.0,api
2026-06-24 14:30:00,12833.0,api
2026-06-30 11:45:00,14455.0,api
2026-06-30 12:15:00,14347.0,api
2026-06-30 12:30:00,14302.0,api
2026-06-30 12:45:00,14355.0,api
2026-06-30 13:00:00,14381.0,api
2026-06-30 13:30:00,14337.0,api
2026-06-30 13:45:00,14348.0,api
2026-06-30 14:00:00,14508.0,api
2026-07-02 12:00:00,13428.0,api
2026-07-07 18:15:00,11874.0,api
2026-07-07 18:30:00,11884.0,api
2026-07-07 18:30:00+05:30,11884.0,api
