timestamp,demand_mw,source
2026-06-23 22:45:00,8767.0,api
2026-06-24 10:00:00,10947.0,api
2026-06-24 10:30:00,11231.0,api
2026-06-24 10:45:00,10997.0,api
2026-06-24 11:00:00,10884.0,api
2026-06-24 11:15:00,11107.0,api
2026-06-24 11:30:00,10957.0,api
2026-06-24 11:45:00,10949.0,api
2026-06-24 12:00:00,10948.0,api
2026-06-24 12:15:00,10829.0,api
2026-06-24 12:30:00,10804.0,api
2026-06-24 12:45:00,10818.0,api
2026-06-24 13:00:00,10715.0,api
2026-06-24 13:15:00,10714.0,api
2026-06-24 14:15:00,10933.0,api
2026-06-24 14:30:00,10988.0,api
2026-06-30 11:45:00,11199.0,api
2026-06-30 12:15:00,11224.0,api
2026-06-30 12:30:00,11250.0,api
2026-06-30 12:45:00,11234.0,api
2026-06-30 13:00:00,11273.0,api
2026-06-30 13:30:00,11146.0,api
2026-06-30 13:45:00,11156.0,api
2026-06-30 14:00:00,11254.0,api
2026-07-07 18:15:00,8708.0,api
2026-07-07 18:30:00,8704.0,api
2026-07-07 18:30:00+05:30,8704.0,api
